Date,STMT,PC,ME
2005-06-30,0.030855578979599837,NA,0.033717790980058754
2005-08-09,-0.004972125919385024,NA,-0.0040330630958434685
2005-09-20,0.026884774322448988,NA,0.029906491285340335
2005-11-01,0.012549532292504176,NA,0.014418025198281448
2005-12-13,-0.009928467202524077,NA,-0.009263188026829645
2006-01-31,0.02519385714757526,NA,0.02784562146112651
2006-03-28,0.03609450940880164,NA,0.0394231517928274
2006-05-10,0.03689117521437156,NA,0.04022346738885273
2006-06-29,-0.02428574178974038,NA,-0.024700510115671117
2006-08-08,-0.01299069588789522,NA,-0.012661893530393199
2006-09-20,0.01503108207278316,NA,0.016937647103996853
2006-10-25,7.263979157513564e-4,NA,0.0019186180578266493
2006-12-12,-0.010397323127016323,NA,-0.00961157739994287
2007-01-31,0.0014143171230512135,NA,0.0026426372929373985
2007-03-21,-0.0417216424647526,NA,-0.04277642155983879
2007-05-09,0.029543402426358327,NA,0.03217713909149765
2007-06-28,0.013637334385518276,NA,0.015468413083765642
2007-08-07,-0.0062992313776068214,NA,-0.005342637346277024
2007-08-10,0.003947237943613195,NA,0.0052679098863435934
2007-08-17,-0.0029669647555415762,NA,-0.0016206445424001093
2007-09-18,-0.11448281058949018,NA,-0.1209382570950368
2007-10-31,0.04228419059870633,NA,0.0458266007147339
2007-12-11,0.028299425722560036,NA,0.032058214929582225
2008-01-22,-0.10349030632788596,NA,-0.11034364519468828
2008-01-30,-0.06747373522691741,NA,-0.07097943294072173
2008-03-11,0.05969337665013752,NA,0.06407076920685696
2008-03-18,0.03586929118613618,NA,0.03974079862348565
2008-04-30,-0.04055927444553468,NA,-0.04225279216212734
2008-06-25,-0.023071184200205527,NA,-0.023406470541938673
2008-08-05,-0.011449918659641595,NA,-0.010987722420113349
2008-09-16,0.07893271692966852,NA,0.0854795277178115
2008-10-08,-0.017813726659161866,NA,-0.017946481409382313
2008-10-29,-0.03645709702809092,NA,-0.03753279544287764
2008-12-16,-0.1484460483994251,NA,-0.15662102536642283
2009-01-28,1.726730850573139e-5,NA,0.0011641544166910737
2009-03-18,-0.022301238140605174,NA,-0.022316039076291018
2009-04-29,0.014223125904697449,NA,0.016039955323624854
2009-06-24,0.028682996521845326,NA,0.03128991126550821
2009-08-12,-0.006852378249141889,NA,-0.005998144781461187
2009-09-23,-0.04706848002873349,NA,-0.04838391662892477
2009-11-04,-0.008185195812190054,NA,-0.0074104484993983595
2009-12-16,0.0047189015977683706,NA,0.0060280495241061835
2010-01-27,0.022649759144836693,NA,0.02483613414926327
2010-03-16,-0.01715651094965424,NA,-0.016896259605707283
2010-04-28,-3.8222161802146405e-4,NA,6.921482297864628e-4
2010-05-09,-0.00243047159651197,NA,-0.0014760663985318766
2010-06-23,0.0068538514109983345,NA,0.008330293441236012
2010-08-10,-0.007855501693991181,NA,-0.007073551575353117
2010-09-21,0.0016542459066742822,NA,0.002981026026487745
2010-11-03,0.008404254121594798,NA,0.010166266531169187
2010-12-14,0.0068727939550825,NA,0.008478029691989682
2011-01-26,1.4060639657184436e-4,NA,0.0013470758179669395
2011-03-15,0.008931242703579478,NA,0.010483599582454487
2011-04-27,-0.005121306402727717,0.006243156297625907,-0.004584903210574205
2011-06-22,0.008149226025850729,3.136873460356444e-4,0.007878213049949264
2011-08-09,-0.010896548373928639,NA,-0.009916178606464444
2011-09-21,0.049958616137251305,NA,0.05390124277510087
2011-11-02,0.00959403755717415,0.009463021606651528,0.016306662557799702
2011-12-13,0.009928708901036136,NA,0.011597167326346724
2012-01-25,-0.0038676267929878016,0.002460093500495127,0.0012535810148334918
2012-03-13,0.012949415178218406,NA,0.014744393848654877
2012-04-25,0.0036097490215746065,8.398553470259295e-4,0.0018211840101848655
2012-06-20,0.016808476582500557,0.008424381206043644,0.015472449978118077
2012-08-01,0.015761262650957477,NA,0.017879046850325483
2012-09-13,0.01766067632127173,0.001178133316936214,0.009823922666182363
2012-10-24,0.004441649485173453,NA,0.005788426552866112
2012-12-12,0.004519987343823087,0.005536989451600688,0.005936909260750598
2013-01-30,0.003808045110753376,NA,0.005141406316465046
2013-03-20,0.00852033272546471,0.002988956943791091,0.009389935281514262
2013-05-01,0.004742784560750242,NA,0.006145053372553083
2013-06-19,0.00900850838268744,0.011772773794835035,0.017060119778661887
2013-07-31,0.004225966158305909,NA,0.005670945180338971
2013-09-18,-0.0035151722454645523,9.260921804484023e-4,-0.005438989321058362
2013-10-30,0.007512370662613161,NA,0.009062325863004157
2013-12-18,0.005842140839169498,0.005712582817255624,0.007431089520558551
2014-01-29,0.007064525376900125,NA,0.00868565171843156
2014-03-19,0.014859981267933338,0.008428957334094059,0.021450916716365048
2014-04-30,0.0068244514553151125,NA,0.008338306627895248
2014-06-18,0.010918812127711706,-0.0027477291836167945,0.006746599932997308
2014-07-30,0.0021622085364156438,NA,0.003498887475016327
2014-09-17,0.015013435144796862,0.007053672793935933,0.021053047021770757
2014-10-29,0.017640459213964343,NA,0.01951001056308261
2014-12-17,-0.025909504779047448,0.036173999124510844,0.004599580854693748
2015-01-28,0.002144299263739215,NA,0.0034776919249949532
2015-03-18,-0.03471046801052682,-0.012400118580131667,-0.048751640648572146
2015-04-29,0.00482075858814795,NA,0.006207690520867524
2015-06-17,-0.018035737078371528,-0.009171995534211054,-0.030308142798940254
2015-07-29,7.774617598076024e-4,NA,0.0019948565554480328
2015-09-17,-0.03532330264902929,-0.008787245205344144,-0.04664429651374637
2015-10-28,0.027886345005991676,NA,0.03063051238163412
2015-12-16,0.019018642199298153,0.01270865026449149,0.026201608367170177
2016-01-27,-0.01001297522987423,NA,-0.009452956013020415
2016-03-16,-0.04471741011076246,-0.01299077489108072,-0.06034153775904252
2016-04-27,0.01305807716785844,NA,0.015017681598700816
2016-06-15,-0.01966473003378848,0.007893724048105668,-0.017712309152159655
2016-07-27,0.008399862501566583,NA,0.010064528264717147
2016-09-21,-0.01409970038464754,-0.0027471438966232527,-0.01708962707156844
2016-11-02,0.008483644215322628,NA,0.010139252048964419
2016-12-14,0.02786307010958551,0.010666484505580939,0.0388216556697405
2017-02-01,-0.007392472515189402,NA,-0.006760566676330492
2017-03-15,-0.019877107291654265,0.0032283044139533577,-0.02174601764446669
2017-05-03,0.014178998058571705,NA,0.01619903610907099
2017-06-14,0.018238550218422713,0.006697699546923188,0.024314028494609494
2017-07-26,-0.0017682016992021225,NA,-7.340788627205438e-4
2017-09-20,0.02820900264747068,0.002367814251298743,0.03265022360895347
2017-11-01,0.007639811537711907,NA,0.009233629681568366
2017-12-13,0.003759070678857641,-8.017543097930504e-4,4.991722543926373e-4
2018-01-31,0.009457777365996366,NA,0.011227328510664054
2018-03-21,0.0030673490276887597,-0.003964172850097108,-0.0036369839481220118
2018-05-02,0.002104190525344251,NA,0.0034017849990418173
2018-06-13,0.015045361774898899,0.0011999905637163687,0.01508946770518243
2018-08-01,0.0038436923715133597,NA,0.005218836105469558
2018-09-26,0.006202748842133711,0.0037952362805754613,0.00781516263667604
2018-11-08,0.008809335649335443,NA,0.010363160277294134
2018-12-19,0.02038432527318225,-0.0035296422495615177,0.015356011838527731
2019-01-30,-0.006870287521816362,-0.00370762887306841,-0.013720989027206434
2019-03-20,-0.011430402752600863,0.006114645020944546,-0.008339356688506721
2019-05-01,-0.016806346386290593,0.054176928344469744,0.030490504326462498
2019-06-19,-0.0347554236608728,-0.04481533526969718,-0.07444193143916697
2019-07-31,0.0337184701884011,0.03184428388470645,0.06155814397467106
2019-09-18,0.026826553060818145,0.03330797416317293,0.051550101553085266
2019-10-04,0.008957182193938247,NA,0.010607798380860928
2019-10-30,0.016351246950823288,-0.012514230442576912,0.004973789103974832
2019-12-11,0.004105929197514497,0.00120350807393733,0.002829911187511803
2020-01-29,0.010143655637670203,-0.008761831204522352,6.943123013892415e-4
2020-03-03,-0.10029358034119096,-0.02788190783878445,-0.11167109927387295
2020-03-15,-0.07874263577924955,0.022967093067120147,-0.06209636644676342
2020-03-19,-0.006351289571822515,NA,-0.0055510107074339165
2020-03-23,-0.012152390350357058,NA,-0.011728981674300504
2020-03-31,0.003215296260729188,NA,0.004580037191523961
2020-04-29,-0.0036141284589083994,0.005236227307647537,-0.002026615926996673
2020-06-10,0.004105929197512348,0.0037952362805754613,0.0054972726350696706
2020-07-29,0.003349036873479447,0.0068552670051306675,0.005337201439115851
2020-08-27,0.00543070376804829,NA,0.006869072607661992
2020-09-16,0.004399564939847168,0.006679024961962735,0.0076905258904121105
2020-11-05,0.006630107679256693,2.1730352042601472e-4,0.008414545125518964
2020-12-16,0.006351041647375141,0.004488327560289384,0.006869072607661992
2021-01-27,0.009484040426622268,0.002988956943788801,0.010428428390742314
2021-03-17,6.266370091781552e-4,-1.5600097698067076e-4,-5.011511827850066e-4
2021-04-28,0.002671360019702976,0.0018318007872173373,0.0033058970399559864
2021-06-16,0.019967306512472104,0.0047202147309578875,0.021460457470266113
2021-07-28,0.0068244514553151125,0.004986570871068123,0.008925959578422916
2021-09-22,0.007632407623404782,0.008350399980569724,0.013922940565904526
2021-11-03,0.006369862491079718,0.003973222904080048,0.008131161100886826
2021-12-15,0.023840888792726146,-9.379140429253939e-4,0.02080705081523942
2022-01-26,0.0012942801622569905,0.07834104465289171,0.07027190582858468
2022-03-16,0.06027176451569011,-0.04034687084899501,0.024938593328673087
2022-05-04,-0.015614665981647726,-0.06953114412679866,-0.08048544337934993
2022-06-15,0.04988523785077654,-0.13453666558623437,-0.07088233706163061
2022-07-27,0.002654965826791736,-0.0552663311284405,-0.05118376195419689
2022-09-21,0.054655695433522056,-0.019025654610136875,0.04074194355880709
2022-11-02,-0.035136107687426775,0.08903610989270756,0.04627985135511276
2022-12-14,0.05597912421467781,-0.026150404176949988,0.03470684424575216
2023-02-01,0.014032377742109057,-0.0569499304800654,-0.043473667305223986
2023-03-22,-0.01890417929857858,-0.02614337341203317,-0.04809726121392996
2023-05-03,0.013871303456489285,-0.011234541159780303,-5.236691652156996e-4
2023-06-14,0.05336546353530055,-0.0010931380282290467,0.05321884047346947
2023-07-26,0.012207735662963112,-0.023224195994751774,-0.01365404259378405
2023-09-20,0.04597621115877961,0.0025272248961305016,0.05084225011652901
2023-11-01,-0.002270767966166494,-0.03319488251514408,-0.030294533290223895
2023-12-13,-0.04553562202798473,-0.03581330923058939,-0.08456606737000417
2024-01-31,0.01897982978389877,0.01909603606540984,0.03240575553610154
2024-03-20,-0.007867253767428679,-0.020998395667381674,-0.028598108924092924
2024-05-01,0.004544393839924771,-0.019164175326049793,-0.01616843601481463
2024-06-12,0.018245522161839736,0.01703478756162903,0.033208184605228404
2024-07-31,0.0166624695624229,-0.04973963298309698,-0.030054665828483464
2024-09-18,-0.07143103562977889,0.035422326478737984,-0.04487734220058054
2024-11-07,0.014481654703613503,3.737023933454821e-4,0.014994304891545577
2024-12-18,0.054335825105835164,0.01672999969851584,0.07281968567593444
2025-01-29,0.017962768068835722,-7.483423264680584e-4,0.013330981713076078
2025-03-19,-0.015378868348774633,-0.020206069682959127,-0.03846867111519497
2025-05-07,-0.007256471260561292,0.0173959192827575,0.00538161860687239
2025-06-18,-0.007869665196799542,0.01462104597849723,0.003105002991534945
2025-07-30,0.0011993830099653118,0.056194360624774384,0.048209162408381766
2025-09-17,-0.023050310512683966,0.024368256873372778,-0.004008133123278911
2025-10-29,0.011241747072723263,0.07188352274813177,0.06935572243770453
2025-12-10,-0.0015137379791926018,-0.005709479959867965,-0.011099758532954944
2026-01-28,0.008200289869909125,0.0021563831020894836,0.008101252531789503
