Date,SVENY01
1994-10-24,6.17135225043
1994-10-25,6.182680746246
1994-10-26,6.199664568219
1994-10-27,6.177349597417
1994-10-28,6.142599651283
1994-10-31,6.122855744132
1994-11-01,6.197580567577
1994-11-02,6.240928451565
1994-11-03,6.25250300127
1994-11-04,6.341197235214
1994-11-07,6.363969953447
1994-11-08,6.358923381751
1994-11-09,6.332268918316
1994-11-10,6.371267559948
1994-11-14,6.400604410651
1994-11-15,6.4534
1994-11-16,6.4986
1994-11-17,6.5412
1994-11-18,6.5681
1994-11-21,6.6017
1994-11-22,6.6035
1994-11-23,6.5214
1994-11-25,6.5409
1994-11-28,6.6443
1994-11-29,6.7435
1994-11-30,6.8063
1994-12-01,6.8842
1994-12-02,6.9491
1994-12-05,7.1111
1994-12-06,7.0224
1994-12-07,7.0389
1994-12-08,7.0919
1994-12-09,7.1045
1994-12-12,7.1973
1994-12-13,7.2806
1994-12-14,7.2061
1994-12-15,7.1556
1994-12-16,7.1892
1994-12-19,7.1783
1994-12-20,7.1358
1994-12-21,7.1525
1994-12-22,7.1715
1994-12-23,7.2245
1994-12-27,7.1782
1994-12-28,7.2451
1994-12-29,7.2486
1994-12-30,7.2524
1995-01-03,7.24
1995-01-04,7.1704
1995-01-05,7.1957
1995-01-06,7.2029
1995-01-09,7.1968
1995-01-10,7.1538
1995-01-11,7.0784
1995-01-12,7.0583
1995-01-13,6.8935
1995-01-17,6.9471
1995-01-18,6.9958
1995-01-19,6.9898
1995-01-20,6.9882
1995-01-23,6.9822
1995-01-24,7.0067
1995-01-25,6.9363
1995-01-26,6.8756
1995-01-27,6.8043
1995-01-30,6.7581
1995-01-31,6.7851
1995-02-01,6.8195
1995-02-02,6.8992000000000004
1995-02-03,6.6809
1995-02-06,6.7076
1995-02-07,6.7014
1995-02-08,6.6775
1995-02-09,6.691
1995-02-10,6.7719
1995-02-13,6.7646
1995-02-14,6.7018
1995-02-16,6.556
1995-02-17,6.5701
1995-02-21,6.5888
1995-02-22,6.4801
1995-02-23,6.4245
1995-02-24,6.4596
1995-02-27,6.3759
1995-02-28,6.3772
1995-03-01,6.3901
1995-03-02,6.4349
1995-03-03,6.4712
1995-03-06,6.539929954688
1995-03-07,6.553927908538
1995-03-08,6.522030666059
1995-03-09,6.455145130001
1995-03-10,6.451792853042
1995-03-13,6.387371637718
1995-03-14,6.343658606376
1995-03-15,6.353972324685
1995-03-16,6.323046057167
1995-03-17,6.333594142493
1995-03-21,6.342776758303
1995-03-22,6.366428353981
1995-03-23,6.355979254149
1995-03-24,6.305087328392
1995-03-27,6.271836295353
1995-03-28,6.333114233971
1995-03-29,6.326508755678
1995-03-30,6.357403134375
1995-03-31,6.408348338604
1995-04-03,6.377808356164
1995-04-04,6.341351366823
1995-04-05,6.328031232375
1995-04-06,6.286243151887
1995-04-07,6.277299452391
1995-04-10,6.289327835472
1995-04-11,6.267645859164
1995-04-12,6.249740519583
1995-04-13,6.174260658317
1995-04-17,6.15061744768
1995-04-18,6.122411959135
1995-04-19,6.153431725771
1995-04-20,6.118557335056
1995-04-21,6.121474055788
1995-04-24,6.149992969367
1995-04-25,6.162960881911
1995-04-26,6.179376700653
1995-04-27,6.213583097694
1995-04-28,6.246391232641
1995-05-01,6.249340779302
1995-05-02,6.195482384376
1995-05-03,6.095959246582
1995-05-04,6.032160688098
1995-05-05,5.917981331879
1995-05-08,5.943367098816
1995-05-09,5.890625813307
1995-05-10,5.914515297226
1995-05-11,5.937536902115
1995-05-12,5.984899913992
1995-05-15,5.942216447679
1995-05-16,5.922065514643
1995-05-17,5.912988660818
1995-05-18,5.967741653793
1995-05-19,5.971004229232
1995-05-22,5.992507510067
1995-05-23,5.941796056126
1995-05-24,5.831621064772
1995-05-25,5.84687163086
1995-05-26,5.831057873582
1995-05-30,5.778279992076
1995-05-31,5.771464557
1995-06-01,5.639424741801
1995-06-02,5.454441265859
1995-06-05,5.48611167676
1995-06-06,5.510959010749
1995-06-07,5.652295766128
1995-06-08,5.74050075659
1995-06-09,5.863698253618
1995-06-12,5.848173006828
1995-06-13,5.57010267729
1995-06-14,5.584316236913
1995-06-15,5.630339951039
1995-06-16,5.670622102734
1995-06-19,5.576539489142
1995-06-20,5.622548151499
1995-06-21,5.605588436821
1995-06-22,5.545359013613
1995-06-23,5.567112237447
1995-06-26,5.611839854858
1995-06-27,5.636824779976
1995-06-28,5.609441011686
1995-06-29,5.729367837389
1995-06-30,5.68127326596
1995-07-03,5.673459654847
1995-07-05,5.663213567779
1995-07-06,5.49130155016
1995-07-07,5.464409432753
1995-07-10,5.484751285028
1995-07-11,5.528961478234
1995-07-12,5.521179014979
1995-07-13,5.527237897939
1995-07-14,5.596111480369
1995-07-17,5.63214756403
1995-07-18,5.632020758241
1995-07-19,5.706971331956
1995-07-20,5.716160892817
1995-07-21,5.738046482545
1995-07-24,5.753363733221
1995-07-25,5.740672553241
1995-07-26,5.75826886387
1995-07-27,5.692934505304
1995-07-28,5.701746597728
1995-07-31,5.674712270912
1995-08-01,5.723400917662
1995-08-02,5.669008296869
1995-08-03,5.726273591139
1995-08-04,5.694720568802
1995-08-07,5.680268734242
1995-08-08,5.68938565402
1995-08-09,5.696810805105
1995-08-10,5.714352093691
1995-08-11,5.7932713778
1995-08-14,5.78528292271
1995-08-15,5.828290173009
1995-08-16,5.814747793534
1995-08-17,5.8504245127940004
1995-08-18,5.852892628049
1995-08-21,5.807089064991
1995-08-22,5.829072085293
1995-08-23,5.838662832724
1995-08-24,5.743218977715
1995-08-25,5.674294653821
1995-08-28,5.644664820037
1995-08-29,5.709957200418
1995-08-30,5.65558874474
1995-08-31,5.634153682589
1995-09-01,5.586074594494
1995-09-05,5.588460664489
1995-09-06,5.59029369062
1995-09-07,5.626800297174
1995-09-08,5.649710422629
1995-09-11,5.646954390263
1995-09-12,5.596304133706
1995-09-13,5.628074293993
1995-09-14,5.533902449554
1995-09-15,5.566531709243
1995-09-18,5.607102172864
1995-09-19,5.565456369406
1995-09-20,5.56244529213
1995-09-21,5.618169578605
1995-09-22,5.634730896494
1995-09-25,5.666062523703
1995-09-26,5.700056294919
1995-09-27,5.717809550452
1995-09-28,5.724837063531
1995-09-29,5.675856278901
1995-10-02,5.658869745367
1995-10-03,5.645104211406
1995-10-04,5.61810810317
1995-10-05,5.600334526776
1995-10-06,5.599929085964
1995-10-10,5.599447939041
1995-10-11,5.61959545417
1995-10-12,5.598086764254
1995-10-13,5.56541656927
1995-10-16,5.575974842552
1995-10-17,5.546829955494
1995-10-18,5.559035614507
1995-10-19,5.563628331607
1995-10-20,5.600090172818
1995-10-23,5.611703076223
1995-10-24,5.586518852378
1995-10-25,5.555505687268
1995-10-26,5.516206546064
1995-10-27,5.533581272915
1995-10-30,5.53231230481
1995-10-31,5.538909050739
1995-11-01,5.469434405526
1995-11-02,5.427805355628
1995-11-03,5.419822031253
1995-11-06,5.428495541617
1995-11-07,5.459220098619
1995-11-08,5.420883641512
1995-11-09,5.419336651957
1995-11-10,5.454309871314
1995-11-13,5.433323290467
1995-11-14,5.432753429708
1995-11-15,5.44382178464
1995-11-16,5.412242327238
1995-11-17,5.406287909011
1995-11-20,5.400163264106
1995-11-21,5.418024778471
1995-11-22,5.409884656283
1995-11-24,5.401997730015
1995-11-27,5.393245777367
1995-11-28,5.403216914421
1995-11-29,5.389769189873
1995-11-30,5.34994092523
1995-12-01,5.317977366346
1995-12-04,5.297712668277
1995-12-05,5.299531216093
1995-12-06,5.29277048243
1995-12-07,5.30607635188
1995-12-08,5.342493150246
1995-12-11,5.338057887268
1995-12-12,5.346286029536
1995-12-13,5.351931987965
1995-12-14,5.344048423676
1995-12-15,5.307691604033
1995-12-18,5.366335365795
1995-12-19,5.312789325311
1995-12-20,5.261046686308
1995-12-21,5.27298403944
1995-12-22,5.253504938214
1995-12-26,5.227357692345
1995-12-27,5.215721487243
1995-12-28,5.172659097165
1995-12-29,5.13797249319
1996-01-02,5.161850093039
1996-01-03,5.134292402735
1996-01-04,5.140106659618
1996-01-05,5.156904090242
1996-01-08,5.15763445123
1996-01-09,5.142345265238
1996-01-10,5.153508260187
1996-01-11,5.151307882733
1996-01-12,5.115988317391
1996-01-16,5.036912398216
1996-01-17,5.014295510012
1996-01-18,4.97393855771
1996-01-19,4.991744164575
1996-01-22,5.026276976028
1996-01-23,5.038674873864
1996-01-24,5.020888506648
1996-01-25,5.031724844653
1996-01-26,5.01042611445
1996-01-29,5.015113887063
1996-01-30,4.969974352506
1996-01-31,4.9203163594
1996-02-01,4.881532030581
1996-02-02,4.840298504511
1996-02-05,4.872180041014
1996-02-06,4.860498134895
1996-02-07,4.841468210266
1996-02-08,4.83308681189
1996-02-09,4.813328806844
1996-02-12,4.789651492858
1996-02-13,4.770215689319
1996-02-14,4.783351169974
1996-02-15,4.780434033028
1996-02-16,4.790839660077
1996-02-20,5.011319718657
1996-02-21,5.072853821371
1996-02-22,4.998631634966
1996-02-23,4.998478022194
1996-02-26,5.043145915488
1996-02-27,5.100637756062
1996-02-28,5.142978256636
1996-02-29,5.180459739157
1996-03-01,5.089386745635
1996-03-04,5.04718567439
1996-03-05,5.085485091457
1996-03-06,5.134507161927
1996-03-07,5.173180290772
1996-03-08,5.404238803459
1996-03-11,5.430599963593
1996-03-12,5.447396891835
1996-03-13,5.431786275389
1996-03-14,5.428153421462
1996-03-15,5.503348385865
1996-03-18,5.520657650943
1996-03-19,5.513058264647
1996-03-20,5.462128565015
1996-03-21,5.458050170863
1996-03-22,5.435579625435
1996-03-25,5.414917008095
1996-03-26,5.409694353738
1996-03-27,5.454519865091
1996-03-28,5.486578452644
1996-03-29,5.459651858106
1996-04-01,5.460262027634
1996-04-02,5.447794826071
1996-04-03,5.459879036593
1996-04-04,5.460171851636
1996-04-05,5.672202792266
1996-04-08,5.679954683584
1996-04-09,5.658533926468
1996-04-10,5.65609465947
1996-04-11,5.66929062689
1996-04-12,5.61258880285
1996-04-15,5.559808500378
1996-04-16,5.54900396804
1996-04-17,5.564404586641
1996-04-18,5.580816282916
1996-04-19,5.554805041169
1996-04-22,5.52083993355
1996-04-23,5.530725077359
1996-04-24,5.536201657997
1996-04-25,5.539474507757
1996-04-26,5.533963237555
1996-04-29,5.571567300155
1996-04-30,5.623354964272
1996-05-01,5.633503850035
1996-05-02,5.711325547449
1996-05-03,5.712716093599
1996-05-06,5.696348630579
1996-05-07,5.697184792321
1996-05-08,5.724519824702
1996-05-09,5.6979180442
1996-05-10,5.656701680877
1996-05-13,5.621563903992
1996-05-14,5.599045413626
1996-05-15,5.603185102035
1996-05-16,5.628943246698
1996-05-17,5.619699793881
1996-05-20,5.599131078184
1996-05-21,5.59649439499
1996-05-22,5.599931665574
1996-05-23,5.601419788468
1996-05-24,5.613827253964
1996-05-28,5.611783559132
1996-05-29,5.676982174429
1996-05-30,5.723288045862
1996-05-31,5.731876475118
1996-06-03,5.780696970633
1996-06-04,5.767127592848
1996-06-05,5.767061680426
1996-06-06,5.720673159717
1996-06-07,5.857206112648
1996-06-10,5.880984645541
1996-06-11,5.878582127581
1996-06-12,5.880114537487
1996-06-13,5.873070077152
1996-06-14,5.851138086571
1996-06-17,5.823771123329
1996-06-18,5.80012130101
1996-06-19,5.822396335836
1996-06-20,5.860151973294
1996-06-21,5.852704548871
1996-06-24,5.848255713657
1996-06-25,5.839139835457
1996-06-26,5.837582997064
1996-06-27,5.799940659768
1996-06-28,5.739496668371
1996-07-01,5.736090625466
1996-07-02,5.814258810934
1996-07-03,5.812325271232
1996-07-05,5.96896362547
1996-07-08,5.981099798474
1996-07-09,5.976459826006
1996-07-10,5.925103181514
1996-07-11,5.892631607469
1996-07-12,5.8600848306
1996-07-15,5.89030107118
1996-07-16,5.869272751864
1996-07-17,5.814281799571
1996-07-18,5.776398420641
1996-07-19,5.7917125853
1996-07-22,5.816714245954
1996-07-23,5.856917929527
1996-07-24,5.834995823859
1996-07-25,5.844838687384
1996-07-26,5.841795010065
1996-07-29,5.892686509378
1996-07-30,5.890019640151
1996-07-31,5.841850916376
1996-08-01,5.749623192871
1996-08-02,5.619510065107
1996-08-05,5.592861485784
1996-08-06,5.595970358072
1996-08-07,5.605919562828
1996-08-08,5.60631015191
1996-08-09,5.599498860285
1996-08-12,5.573446830314
1996-08-13,5.580446220881
1996-08-14,5.599333930752
1996-08-15,5.608428940497
1996-08-16,5.60618606806
1996-08-19,5.605348721409
1996-08-20,5.606652648589
1996-08-21,5.603988871458
1996-08-22,5.598421660978
1996-08-23,5.655754059231
1996-08-27,5.730844820296
1996-08-28,5.727936542745
1996-08-29,5.746981054318
1996-08-30,5.838554512719
1996-09-03,5.927831647055
1996-09-04,5.9158888717350004
1996-09-05,5.940428210408
1996-09-06,5.904245130863
1996-09-09,5.91374428473
1996-09-10,5.922608985505
1996-09-11,5.96124488255
1996-09-12,5.887435327932
1996-09-13,5.732223833764
1996-09-16,5.744532367469
1996-09-17,5.813937424868
1996-09-18,5.866160928499
1996-09-19,5.865103838602
1996-09-20,5.866895276174
1996-09-23,5.862378002934
1996-09-24,5.736564916703
1996-09-25,5.706803962163
1996-09-26,5.653682075285
1996-09-27,5.664905892755
1996-09-30,5.720442654797
1996-10-01,5.698934807826
1996-10-02,5.66101200985
1996-10-03,5.663049358157
1996-10-04,5.549508152453
1996-10-07,5.54648856895
1996-10-08,5.574918319942
1996-10-09,5.574303163663
1996-10-10,5.643882578168
1996-10-11,5.573740214948
1996-10-15,5.5661856817
1996-10-16,5.601717583458
1996-10-17,5.543923335945
1996-10-18,5.557156024319
1996-10-21,5.578447628335
1996-10-22,5.61057774075
1996-10-23,5.591693480187
1996-10-24,5.591375748566
1996-10-25,5.571612428608
1996-10-28,5.593513101655
1996-10-29,5.494063777153
1996-10-30,5.501594919868
1996-10-31,5.48780667908
1996-11-01,5.50568080666
1996-11-04,5.500298480902
1996-11-05,5.470483352587
1996-11-06,5.476417624465
1996-11-07,5.465050947404
1996-11-08,5.489900558494
1996-11-12,5.457006499697
1996-11-13,5.451111651814
1996-11-14,5.450590979838
1996-11-15,5.426910397325
1996-11-18,5.439374582453
1996-11-19,5.425985624601
1996-11-20,5.427556393693
1996-11-21,5.439395170326
1996-11-22,5.450541818022
1996-11-25,5.435314158006
1996-11-26,5.430920928891
1996-11-27,5.430182094901
1996-11-29,5.383091424628
1996-12-02,5.397333825914
1996-12-03,5.38613082485
1996-12-04,5.403229583755
1996-12-05,5.460898088645
1996-12-06,5.466094499361
1996-12-09,5.438849272272
1996-12-10,5.447931226731
1996-12-11,5.508191113931
1996-12-12,5.512209101528
1996-12-13,5.473274915846
1996-12-16,5.511291987515
1996-12-17,5.556659112386
1996-12-18,5.588330603652
1996-12-19,5.536852415325
1996-12-20,5.541643472124
1996-12-23,5.560052292179
1996-12-24,5.554624478969
1996-12-26,5.553380544915
1996-12-27,5.532264812901
1996-12-30,5.53882216385
1996-12-31,5.579151465707
1997-01-02,5.635338605836
1997-01-03,5.621644667424
1997-01-06,5.622113258539
1997-01-07,5.627961179902
1997-01-08,5.645697411357
1997-01-09,5.602313083652
1997-01-10,5.692436294174
1997-01-13,5.691343323633
1997-01-14,5.635287679672
1997-01-15,5.625568326424
1997-01-16,5.653192522938
1997-01-17,5.651105979192
1997-01-21,5.645157091401
1997-01-22,5.653284425234
1997-01-23,5.673024845369
1997-01-24,5.678988403147
1997-01-27,5.706266277534
1997-01-28,5.658158698155
1997-01-29,5.651580476004
1997-01-30,5.641611347739
1997-01-31,5.592016540392
1997-02-03,5.557604579228
1997-02-04,5.556853944969
1997-02-05,5.564021510173
1997-02-06,5.566207704613
1997-02-07,5.537048355252
1997-02-10,5.540841584729
1997-02-11,5.541051333323
1997-02-13,5.501577872196
1997-02-14,5.468630726434
1997-02-18,5.479164916138
1997-02-19,5.481996991857
1997-02-20,5.503570203791
1997-02-21,5.495240471857
1997-02-24,5.525747035453
1997-02-25,5.538002781845
1997-02-26,5.667697807006
1997-02-27,5.681768600321
1997-02-28,5.704566837641
1997-03-03,5.714601052926
1997-03-04,5.718852194395
1997-03-05,5.726615952812
1997-03-06,5.749638271611
1997-03-07,5.712613579803
1997-03-10,5.720624036237
1997-03-11,5.713648359385
1997-03-12,5.729629980117
1997-03-13,5.800519533172
1997-03-14,5.774300889023
1997-03-17,5.810070541246
1997-03-18,5.820863351863
1997-03-19,5.839183695527
1997-03-20,5.865667142934
1997-03-21,5.907601614299
1997-03-24,5.902510960169
1997-03-25,5.941308777069
1997-03-26,5.970294797945
1997-03-27,6.029081126281
1997-03-31,6.021603934187
1997-04-01,5.998496870108
1997-04-02,5.993139685578
1997-04-03,5.96591632617
1997-04-04,6.00884633102
1997-04-07,5.983710032847
1997-04-08,6.009810901735
1997-04-09,6.010542838859
1997-04-10,6.021576180024
1997-04-11,6.075692835316
1997-04-14,6.076861409794
1997-04-15,6.026091141944
1997-04-16,6.035832800286
1997-04-17,6.011759853379
1997-04-18,5.987602656114
1997-04-21,6.008437097877
1997-04-22,6.003626981112
1997-04-23,6.026258160532
1997-04-24,6.060860689161
1997-04-25,6.075919596994
1997-04-28,6.06676270975
1997-04-29,5.920004208637
1997-04-30,5.894821745439
1997-05-01,5.890350375923
1997-05-02,5.889869920786
1997-05-05,5.894855908125
1997-05-06,5.91059716812
1997-05-07,5.952874425556
1997-05-08,5.926367406792
1997-05-09,5.85738780031
1997-05-12,5.846030065316
1997-05-13,5.885639426037
1997-05-14,5.866786160285
1997-05-15,5.848303796001
1997-05-16,5.884472701135
1997-05-19,5.905972621574
1997-05-20,5.843643643051
1997-05-21,5.825974646824
1997-05-22,5.84286890419
1997-05-23,5.869593365643
1997-05-27,5.875876345238
1997-05-28,5.890553699065
1997-05-29,5.864327251443
1997-05-30,5.801766000034
1997-06-02,5.802035720841
1997-06-03,5.78829205279
1997-06-04,5.789457792699
1997-06-05,5.78714324058
1997-06-06,5.73439568088
1997-06-09,5.776575597134
1997-06-10,5.787823866564
1997-06-11,5.793674224761
1997-06-12,5.707079831359
1997-06-13,5.683894446464
1997-06-16,5.685955115172
1997-06-17,5.704108147595
1997-06-18,5.690559694642
1997-06-19,5.702826056757
1997-06-20,5.683511022336
1997-06-23,5.710501385531
1997-06-24,5.716897497205
1997-06-25,5.720200696494
1997-06-26,5.723211242697
1997-06-27,5.716162618728
1997-06-30,5.740766481229
1997-07-01,5.708093110184
1997-07-02,5.706401675715
1997-07-03,5.644436450646
1997-07-07,5.627889850879
1997-07-08,5.629091071348
1997-07-09,5.613249016168
1997-07-10,5.625877448235
1997-07-11,5.62922015193
1997-07-14,5.65332494503
1997-07-15,5.647158126385
1997-07-16,5.624798222221
1997-07-17,5.626977080592
1997-07-18,5.644461142328
1997-07-21,5.664819830531
1997-07-22,5.603230276853
1997-07-23,5.599594683557
1997-07-24,5.600334660075
1997-07-25,5.618587880156
1997-07-28,5.604885985622
1997-07-29,5.5716748504
1997-07-30,5.554536474064
1997-07-31,5.543238331594
1997-08-01,5.648559586582
1997-08-04,5.664886631544
1997-08-05,5.680076887604
1997-08-06,5.671853740344
1997-08-07,5.656279036357
1997-08-08,5.7386111091
1997-08-11,5.730553455762
1997-08-12,5.741301459797
1997-08-13,5.707200967358
1997-08-14,5.672571992767
1997-08-15,5.644174181052
1997-08-18,5.600546974712
1997-08-19,5.621382906548
1997-08-20,5.645634547939
1997-08-21,5.67582841616
1997-08-22,5.682827593966
1997-08-25,5.717223744852
1997-08-26,5.715170293609
1997-08-27,5.719730620375
1997-08-28,5.674436433058
1997-08-29,5.705423964263
1997-09-02,5.674108066089
1997-09-03,5.685660856614
1997-09-04,5.696081687892
1997-09-05,5.692354780133
1997-09-08,5.693532355582
1997-09-09,5.68769357066
1997-09-10,5.698167028627
1997-09-11,5.697960119153
1997-09-12,5.645589945906
1997-09-15,5.649103711809
1997-09-16,5.568675922986
1997-09-17,5.569773546228
1997-09-18,5.579534458627
1997-09-19,5.587587117583
1997-09-22,5.568261183538
1997-09-23,5.594873979263
1997-09-24,5.572666104301
1997-09-25,5.6241546477130004
1997-09-26,5.607055033951
1997-09-29,5.607292329959
1997-09-30,5.614980128267
1997-10-01,5.582910373012
1997-10-02,5.572652794741
1997-10-03,5.552084671827
1997-10-06,5.520024731595
1997-10-07,5.501347836821
1997-10-08,5.579793050808
1997-10-09,5.59028958669
1997-10-10,5.636160124784
1997-10-14,5.604418738867
1997-10-15,5.622488300286
1997-10-16,5.61323134108
1997-10-17,5.659591959837
1997-10-20,5.663484521909
1997-10-21,5.677935678163
1997-10-22,5.688068687969
1997-10-23,5.609226322973
1997-10-24,5.613413249925
1997-10-27,5.472649402548
1997-10-28,5.55844949602
1997-10-29,5.516977891511
1997-10-30,5.493185184416
1997-10-31,5.505164052917
1997-11-03,5.584764456006
1997-11-04,5.599265157967
1997-11-05,5.594218101911
1997-11-06,5.576360757364
1997-11-07,5.586075561465
1997-11-10,5.612497789236
1997-11-12,5.592328107208
1997-11-13,5.579832459193
1997-11-14,5.575175267153
1997-11-17,5.583434500959
1997-11-18,5.60047975635
1997-11-19,5.580977783562
1997-11-20,5.607901244037
1997-11-21,5.56310857
1997-11-24,5.607983403314
1997-11-25,5.617865504588
1997-11-26,5.630732422737
1997-11-28,5.651535585066
1997-12-01,5.660776095295
1997-12-02,5.661125176463
1997-12-03,5.628212408295
1997-12-04,5.611312227595
1997-12-05,5.659660512065
1997-12-08,5.710517845428
1997-12-09,5.680997820355
1997-12-10,5.63268964941
1997-12-11,5.592866972823
1997-12-12,5.558661248747
1997-12-15,5.603612450581
1997-12-16,5.599455957499
1997-12-17,5.626049378111
1997-12-18,5.613893575404
1997-12-19,5.623079354906
1997-12-22,5.641120784484
1997-12-23,5.640701796809
1997-12-24,5.630182954461
1997-12-26,5.625687124755
1997-12-29,5.629669094337
1997-12-30,5.622373604965
1997-12-31,5.565365977043
1998-01-02,5.518929171753
1998-01-05,5.418516193476
1998-01-06,5.376429465742
1998-01-07,5.391156852698
1998-01-08,5.302744204474
1998-01-09,5.185878891992
1998-01-12,5.224617946227
1998-01-13,5.276270352004
1998-01-14,5.291768854099
1998-01-15,5.284979272076
1998-01-16,5.343061319779
1998-01-20,5.328774381103
1998-01-21,5.306854827309
1998-01-22,5.276004523984
